Date,Open,High,Low,Close,Adj Close,Volume
2010-05-25,5000.000000,5050.000000,4950.000000,5000.000000,4248.572754,19581000
2010-05-26,5250.000000,5250.000000,5000.000000,5250.000000,4461.001465,15985500
2010-05-27,5300.000000,5300.000000,5050.000000,5300.000000,4503.485840,18378000
2010-05-31,5550.000000,5600.000000,5300.000000,5550.000000,4715.914063,35274500
2010-06-01,5300.000000,5500.000000,5300.000000,5300.000000,4561.012207,12756000
2010-06-02,5450.000000,5500.000000,5300.000000,5450.000000,4690.098145,7799000
2010-06-03,5550.000000,5600.000000,5500.000000,5550.000000,4776.154297,13339500
2010-06-04,5650.000000,5650.000000,5550.000000,5650.000000,4862.211426,19485500
2010-06-07,5500.000000,5550.000000,5250.000000,5500.000000,4733.125977,10666500
2010-06-08,5600.000000,5600.000000,5500.000000,5600.000000,4819.183105,3773000
2010-06-09,5600.000000,5600.000000,5450.000000,5600.000000,4819.183105,2926500
2010-06-10,5450.000000,5650.000000,5350.000000,5450.000000,4690.098145,5158500
2010-06-11,5450.000000,5600.000000,5450.000000,5450.000000,4690.098145,4799000
2010-06-14,5450.000000,5500.000000,5450.000000,5450.000000,4690.098145,1456000
2010-06-15,5500.000000,5650.000000,5450.000000,5500.000000,4733.125977,9735000
2010-06-16,5650.000000,5700.000000,5600.000000,5650.000000,4862.211426,7338500
2010-06-17,5600.000000,5750.000000,5550.000000,5600.000000,4819.183105,28027000
2010-06-18,5700.000000,5800.000000,5550.000000,5700.000000,4905.240234,27788000
2010-06-21,5800.000000,5900.000000,5700.000000,5800.000000,4991.295898,19819000
2010-06-22,5850.000000,5950.000000,5800.000000,5850.000000,5034.326172,14947500
2010-06-23,5800.000000,5850.000000,5700.000000,5800.000000,4991.295898,4449500
2010-06-24,5650.000000,5850.000000,5650.000000,5650.000000,4862.211426,4447500
2010-06-25,5750.000000,5800.000000,5700.000000,5750.000000,4948.269043,3436500
2010-06-28,5800.000000,5900.000000,5800.000000,5800.000000,4991.295898,4722500
2010-06-29,5800.000000,5900.000000,5700.000000,5800.000000,4991.295898,5922000
2010-06-30,5650.000000,6000.000000,5650.000000,5950.000000,5120.381836,9504500
2010-07-01,5700.000000,5950.000000,5650.000000,5700.000000,4905.240234,9102000
2010-07-02,5600.000000,5750.000000,5550.000000,5600.000000,4819.183105,6572000
2010-07-05,5600.000000,5650.000000,5550.000000,5600.000000,4819.183105,2764500
2010-07-06,5700.000000,5800.000000,5500.000000,5700.000000,4905.240234,6106000
2010-07-07,5800.000000,5800.000000,5700.000000,5800.000000,4991.295898,5015500
2010-07-08,5750.000000,5900.000000,5750.000000,5750.000000,4948.269043,10060000
2010-07-09,5850.000000,5950.000000,5800.000000,5850.000000,5034.326172,7571500
2010-07-12,5900.000000,6000.000000,5800.000000,5900.000000,5077.354980,6269000
2010-07-13,5900.000000,6000.000000,5900.000000,5900.000000,5077.354980,4150000
2010-07-14,5950.000000,6000.000000,5900.000000,5950.000000,5120.381836,7540500
2010-07-15,5900.000000,5950.000000,5900.000000,5900.000000,5077.354980,2198000
2010-07-16,6050.000000,6050.000000,5900.000000,6050.000000,5206.440430,10635000
2010-07-19,5950.000000,6000.000000,5900.000000,5950.000000,5120.381836,4991500
2010-07-20,5950.000000,5950.000000,5800.000000,5950.000000,5120.381836,7781500
2010-07-21,5950.000000,6000.000000,5900.000000,5950.000000,5120.381836,8884000
2010-07-22,5950.000000,6000.000000,5900.000000,5950.000000,5120.381836,5798000
2010-07-23,6000.000000,6050.000000,6000.000000,6000.000000,5163.410645,6087000
2010-07-26,5950.000000,6100.000000,5950.000000,5950.000000,5120.381836,3726500
2010-07-27,6000.000000,6100.000000,6000.000000,6000.000000,5163.410645,10222500
2010-07-28,6000.000000,6150.000000,6000.000000,6000.000000,5163.410645,6833000
2010-07-29,6200.000000,6200.000000,6050.000000,6200.000000,5335.524902,10487500
2010-07-30,5950.000000,6300.000000,5950.000000,5950.000000,5120.381836,10328500
2010-08-02,5950.000000,6050.000000,5900.000000,5950.000000,5120.381836,10324000
2010-08-03,5750.000000,6000.000000,5650.000000,5750.000000,4948.269043,22115000
2010-08-04,5750.000000,5900.000000,5650.000000,5750.000000,4948.269043,9507000
2010-08-05,5950.000000,6050.000000,5850.000000,5950.000000,5120.381836,9080500
2010-08-06,6000.000000,6050.000000,5900.000000,6000.000000,5163.410645,4609500
2010-08-09,6150.000000,6150.000000,5900.000000,6150.000000,5292.494629,5811000
2010-08-10,6000.000000,6100.000000,5950.000000,6000.000000,5163.410645,6287500
2010-08-11,5950.000000,6050.000000,5850.000000,5950.000000,5120.381836,5412000
2010-08-12,5900.000000,5950.000000,5800.000000,5900.000000,5077.354980,2906000
2010-08-13,6000.000000,6050.000000,5900.000000,6000.000000,5163.410645,4807500
2010-08-16,5900.000000,6100.000000,5900.000000,5900.000000,5077.354980,6730500
2010-08-18,6000.000000,6000.000000,5900.000000,6000.000000,5163.410645,10931500
2010-08-19,5950.000000,6100.000000,5950.000000,5950.000000,5120.381836,11192000
2010-08-20,6000.000000,6100.000000,5950.000000,6000.000000,5163.410645,6114500
2010-08-23,6050.000000,6100.000000,6000.000000,6050.000000,5206.440430,2634000
2010-08-24,6050.000000,6150.000000,6050.000000,6050.000000,5206.440430,7293000
2010-08-25,6050.000000,6100.000000,5950.000000,6050.000000,5206.440430,4166500
2010-08-26,5950.000000,6050.000000,5950.000000,5950.000000,5120.381836,4352000
2010-08-27,5900.000000,6000.000000,5800.000000,5900.000000,5077.354980,13246500
2010-08-30,5800.000000,5950.000000,5750.000000,5800.000000,4991.295898,6932000
2010-08-31,5800.000000,5900.000000,5750.000000,5800.000000,4991.295898,7416000
2010-09-01,6050.000000,6100.000000,5850.000000,6050.000000,5206.440430,8609500
2010-09-02,5900.000000,6100.000000,5850.000000,5900.000000,5077.354980,13216000
2010-09-03,6000.000000,6000.000000,5900.000000,6000.000000,5163.410645,8043500
2010-09-06,6050.000000,6050.000000,5950.000000,6050.000000,5206.440430,10563000
2010-09-07,6050.000000,6050.000000,5950.000000,6050.000000,5206.440430,5654500
2010-09-15,6100.000000,6700.000000,6100.000000,6500.000000,5593.694824,28135500
2010-09-16,6350.000000,6500.000000,6300.000000,6350.000000,5464.609863,10431000
2010-09-17,6500.000000,6500.000000,6400.000000,6500.000000,5593.694824,8434000
2010-09-20,6450.000000,6600.000000,6250.000000,6450.000000,5550.666016,8133500
2010-09-21,6400.000000,6550.000000,6200.000000,6400.000000,5507.638184,11646000
2010-09-22,6250.000000,6500.000000,6250.000000,6250.000000,5378.551758,9842000
2010-09-23,6400.000000,6450.000000,6250.000000,6400.000000,5507.638184,4651000
2010-09-24,6500.000000,6650.000000,6450.000000,6500.000000,5593.694824,15715500
2010-09-27,6700.000000,6800.000000,6600.000000,6700.000000,5765.808105,12206000
2010-09-28,6750.000000,6850.000000,6650.000000,6750.000000,5808.836914,10369000
2010-09-29,6800.000000,6800.000000,6700.000000,6800.000000,5851.865234,10916500
2010-09-30,6700.000000,6900.000000,6700.000000,6700.000000,5765.808105,10375500
2010-10-01,7000.000000,7000.000000,6800.000000,7000.000000,6023.979004,13865000
2010-10-04,6850.000000,7000.000000,6800.000000,6850.000000,5894.893066,13532500
2010-10-05,6800.000000,6900.000000,6700.000000,6800.000000,5851.865234,16180500
2010-10-06,6900.000000,6900.000000,6800.000000,6900.000000,5937.921875,10737500
2010-10-07,6950.000000,6950.000000,6800.000000,6950.000000,5980.950684,8599500
2010-10-08,6850.000000,6900.000000,6750.000000,6850.000000,5894.893066,5953000
2010-10-11,6750.000000,6900.000000,6750.000000,6750.000000,5808.836914,4072500
2010-10-12,6750.000000,6850.000000,6750.000000,6750.000000,5808.836914,5355000
2010-10-13,6800.000000,6800.000000,6650.000000,6800.000000,5851.865234,15882500
2010-10-14,6800.000000,6900.000000,6750.000000,6800.000000,5851.865234,12569500
2010-10-15,6650.000000,6800.000000,6600.000000,6650.000000,5722.779785,11508000
2010-10-18,6600.000000,6700.000000,6550.000000,6600.000000,5679.751465,4747500
2010-10-19,6750.000000,6750.000000,6600.000000,6750.000000,5808.836914,5274500
2010-10-20,6800.000000,6800.000000,6600.000000,6800.000000,5851.865234,5866500
2010-10-21,6800.000000,6900.000000,6800.000000,6800.000000,5851.865234,6974000
2010-10-22,6850.000000,6900.000000,6800.000000,6850.000000,5894.893066,14915000
2010-10-25,6900.000000,6950.000000,6850.000000,6900.000000,5937.921875,12070500
2010-10-26,7050.000000,7100.000000,6900.000000,7050.000000,6067.007813,31396500
2010-10-27,7000.000000,7100.000000,6900.000000,7000.000000,6023.979004,10153000
2010-10-28,6850.000000,6950.000000,6850.000000,6850.000000,5894.893066,5107000
2010-10-29,7000.000000,7000.000000,6850.000000,7000.000000,6023.979004,6229000
2010-11-01,7050.000000,7050.000000,6900.000000,7050.000000,6067.007813,7750000
2010-11-02,7050.000000,7100.000000,6900.000000,7050.000000,6067.007813,12676000
2010-11-03,7150.000000,7150.000000,7000.000000,7150.000000,6153.063477,10649500
2010-11-04,7150.000000,7150.000000,6950.000000,7150.000000,6153.063477,12557500
2010-11-05,7100.000000,7150.000000,7050.000000,7100.000000,6110.035645,3763500
2010-11-08,7150.000000,7150.000000,6900.000000,7150.000000,6153.063477,8157500
2010-11-09,7000.000000,7200.000000,6950.000000,7000.000000,6023.979004,17809500
2010-11-10,7050.000000,7050.000000,6900.000000,7050.000000,6067.007813,9059500
2010-11-11,6950.000000,7100.000000,6850.000000,6950.000000,5980.950684,12221000
2010-11-12,6900.000000,6950.000000,6850.000000,6900.000000,5937.921875,6490000
2010-11-15,6800.000000,6950.000000,6750.000000,6800.000000,5851.865234,6168000
2010-11-16,7050.000000,7050.000000,6800.000000,7050.000000,6067.007813,8623000
2010-11-18,6850.000000,7050.000000,6750.000000,6850.000000,5894.893066,21447000
2010-11-19,6950.000000,6950.000000,6800.000000,6950.000000,5980.950684,14185500
2010-11-22,6800.000000,6900.000000,6750.000000,6800.000000,5887.870605,14177000
2010-11-23,6600.000000,6800.000000,6550.000000,6600.000000,5714.697754,19408500
2010-11-24,6600.000000,6700.000000,6500.000000,6600.000000,5714.697754,14694000
2010-11-25,6600.000000,6700.000000,6550.000000,6600.000000,5714.697754,7215500
2010-11-26,6450.000000,6650.000000,6400.000000,6450.000000,5584.817383,11236500
2010-11-29,6450.000000,6450.000000,6250.000000,6450.000000,5584.817383,7444000
2010-11-30,6050.000000,6450.000000,6050.000000,6050.000000,5238.472656,24112500
2010-12-01,6400.000000,6450.000000,6150.000000,6400.000000,5541.524902,20911000
2010-12-02,6500.000000,6650.000000,6500.000000,6500.000000,5628.111816,16307500
2010-12-03,6450.000000,6600.000000,6400.000000,6450.000000,5584.817383,5642500
2010-12-06,6550.000000,6600.000000,6400.000000,6550.000000,5671.403809,9007500
2010-12-08,6700.000000,6700.000000,6600.000000,6700.000000,5801.283203,19448500
2010-12-09,6600.000000,6750.000000,6550.000000,6600.000000,5714.697754,11103000
2010-12-10,6550.000000,6700.000000,6400.000000,6550.000000,5671.403809,12211500
2010-12-13,6400.000000,6600.000000,6300.000000,6400.000000,5541.524902,13852500
2010-12-14,6500.000000,6550.000000,6400.000000,6500.000000,5628.111816,10661500
2010-12-15,6500.000000,6550.000000,6300.000000,6500.000000,5628.111816,13754500
2010-12-16,6400.000000,6500.000000,6250.000000,6400.000000,5541.524902,13092000
2010-12-17,6700.000000,6700.000000,6350.000000,6700.000000,5801.283203,21755000
2010-12-20,6600.000000,6700.000000,6450.000000,6600.000000,5714.697754,7525500
2010-12-21,6650.000000,6700.000000,6550.000000,6650.000000,5757.990723,8156000
2010-12-22,6450.000000,6700.000000,6400.000000,6450.000000,5584.817383,8570500
2010-12-23,6350.000000,6550.000000,6250.000000,6350.000000,5498.233398,9458000
2010-12-27,6450.000000,6550.000000,6400.000000,6450.000000,5584.817383,7505000
2010-12-28,6450.000000,6600.000000,6450.000000,6450.000000,5584.817383,4904000
2010-12-29,6500.000000,6600.000000,6450.000000,6500.000000,5628.111816,7335500
2010-12-30,6400.000000,6700.000000,6400.000000,6400.000000,5541.524902,11900000
2011-01-03,6450.000000,6650.000000,6450.000000,6450.000000,5584.817383,6137500
2011-01-04,6500.000000,6650.000000,6500.000000,6500.000000,5628.111816,12124500
2011-01-05,6600.000000,6650.000000,6450.000000,6600.000000,5714.697754,18662500
2011-01-06,6550.000000,6650.000000,6450.000000,6550.000000,5671.403809,11285000
2011-01-07,6400.000000,6500.000000,6300.000000,6400.000000,5541.524902,21645000
2011-01-10,5900.000000,6350.000000,5900.000000,5900.000000,5108.592773,41361000
2011-01-11,5700.000000,6100.000000,5650.000000,5700.000000,4935.421387,34805500
2011-01-12,5800.000000,5900.000000,5750.000000,5800.000000,5022.006836,21697000
2011-01-13,5900.000000,6100.000000,5800.000000,5900.000000,5108.592773,26052500
2011-01-14,6050.000000,6050.000000,5750.000000,6050.000000,5238.472656,15151000
2011-01-17,5950.000000,6000.000000,5800.000000,5950.000000,5151.887207,13943000
2011-01-18,5800.000000,5950.000000,5750.000000,5800.000000,5022.006836,19371000
2011-01-19,5750.000000,5850.000000,5650.000000,5750.000000,4978.713867,15787500
2011-01-20,5700.000000,5750.000000,5600.000000,5700.000000,4935.421387,9739000
2011-01-21,5450.000000,5550.000000,5350.000000,5450.000000,4718.954590,40407000
2011-01-24,5400.000000,5500.000000,5300.000000,5400.000000,4675.661133,27942000
2011-01-25,5600.000000,5700.000000,5400.000000,5600.000000,4848.834473,31939500
2011-01-26,5850.000000,5850.000000,5450.000000,5850.000000,5065.300293,25564000
2011-01-27,5900.000000,6000.000000,5750.000000,5900.000000,5108.592773,21510500
2011-01-28,5800.000000,5850.000000,5650.000000,5800.000000,5022.006836,17758000
2011-01-31,5650.000000,5700.000000,5550.000000,5650.000000,4892.127441,22327000
2011-02-01,5650.000000,5750.000000,5600.000000,5650.000000,4892.127441,24858500
2011-02-02,5850.000000,5850.000000,5750.000000,5850.000000,5065.300293,11542500
2011-02-04,6000.000000,6000.000000,5750.000000,6000.000000,5195.179688,10546000
2011-02-07,6050.000000,6050.000000,5900.000000,6050.000000,5238.472656,14503500
2011-02-08,6000.000000,6050.000000,5900.000000,6000.000000,5195.179688,9543500
2011-02-09,5900.000000,6000.000000,5800.000000,5900.000000,5108.592773,10303000
2011-02-10,5700.000000,5800.000000,5550.000000,5700.000000,4935.421387,31207500
2011-02-11,5950.000000,6000.000000,5650.000000,5950.000000,5151.887207,16494000
2011-02-14,6100.000000,6100.000000,5950.000000,6100.000000,5281.765625,10356000
2011-02-16,6050.000000,6100.000000,5950.000000,6050.000000,5238.472656,14978500
2011-02-17,6000.000000,6100.000000,5950.000000,6000.000000,5195.179688,12144500
2011-02-18,6150.000000,6200.000000,6050.000000,6150.000000,5325.058594,22812000
2011-02-21,6250.000000,6250.000000,6150.000000,6250.000000,5411.644531,7874000
2011-02-22,6250.000000,6350.000000,6150.000000,6250.000000,5411.644531,19579500
2011-02-23,6400.000000,6450.000000,6200.000000,6400.000000,5541.524902,16940000
2011-02-24,6250.000000,6350.000000,6150.000000,6250.000000,5411.644531,15949000
2011-02-25,6100.000000,6250.000000,6050.000000,6100.000000,5281.765625,7280500
2011-02-28,6300.000000,6300.000000,6100.000000,6300.000000,5454.938477,18657000
2011-03-01,6450.000000,6500.000000,6300.000000,6450.000000,5584.817383,14480500
2011-03-02,6500.000000,6550.000000,6350.000000,6500.000000,5628.111816,15119500
2011-03-03,6650.000000,6750.000000,6500.000000,6650.000000,5757.990723,25531500
2011-03-04,6800.000000,6850.000000,6700.000000,6800.000000,5887.870605,16301500
2011-03-07,6900.000000,6950.000000,6800.000000,6900.000000,5974.455566,12613000
2011-03-08,6850.000000,7000.000000,6800.000000,6850.000000,5931.162598,10742000
2011-03-09,6850.000000,7000.000000,6850.000000,6850.000000,5931.162598,17919500
2011-03-10,6900.000000,6900.000000,6800.000000,6900.000000,5974.455566,4350500
2011-03-11,6800.000000,6800.000000,6600.000000,6800.000000,5887.870605,16446500
2011-03-14,6800.000000,6800.000000,6650.000000,6800.000000,5887.870605,6850000
2011-03-15,6650.000000,6700.000000,6550.000000,6650.000000,5757.990723,15846500
2011-03-16,6700.000000,6700.000000,6550.000000,6700.000000,5801.283203,14250000
2011-03-17,6550.000000,6650.000000,6500.000000,6550.000000,5671.403809,9008000
2011-03-18,6550.000000,6650.000000,6550.000000,6550.000000,5671.403809,9428000
2011-03-21,6700.000000,6700.000000,6550.000000,6700.000000,5801.283203,3618500
2011-03-22,6750.000000,6750.000000,6650.000000,6750.000000,5844.577637,7397500
2011-03-23,6750.000000,6900.000000,6700.000000,6800.000000,5887.870605,26533500
2011-03-24,6850.000000,6900.000000,6650.000000,6850.000000,5931.162598,15215500
2011-03-25,6900.000000,6950.000000,6850.000000,6900.000000,5974.455566,16864500
2011-03-28,6950.000000,6950.000000,6800.000000,6950.000000,6017.749512,2487000
2011-03-29,6950.000000,7000.000000,6850.000000,6950.000000,6017.749512,7054500
2011-03-30,6850.000000,6950.000000,6800.000000,6850.000000,5931.162598,6632500
2011-03-31,6950.000000,7000.000000,6850.000000,6950.000000,6017.749512,13588500
2011-04-01,7100.000000,7100.000000,6950.000000,7100.000000,6147.628906,22678500
2011-04-04,7000.000000,7150.000000,6900.000000,7000.000000,6061.042480,6428500
2011-04-05,7000.000000,7000.000000,6900.000000,7000.000000,6061.042480,5189000
2011-04-06,6950.000000,7000.000000,6800.000000,6950.000000,6017.749512,12143500
2011-04-07,7050.000000,7050.000000,6950.000000,7050.000000,6104.335938,12833500
2011-04-08,7000.000000,7150.000000,7000.000000,7000.000000,6061.042480,13937500
2011-04-11,7100.000000,7200.000000,7000.000000,7100.000000,6147.628906,15309000
2011-04-12,7050.000000,7100.000000,6950.000000,7050.000000,6104.335938,4858500
2011-04-13,7150.000000,7150.000000,7000.000000,7150.000000,6190.921875,7267500
2011-04-14,7150.000000,7200.000000,7050.000000,7150.000000,6190.921875,7267000
2011-04-15,7300.000000,7300.000000,7100.000000,7300.000000,6320.801270,10763500
2011-04-18,7400.000000,7450.000000,7250.000000,7400.000000,6407.387695,11224500
2011-04-19,7450.000000,7450.000000,7250.000000,7450.000000,6450.681641,6810000
2011-04-20,7550.000000,7550.000000,7350.000000,7550.000000,6537.268066,10678500
2011-04-21,7500.000000,7700.000000,7450.000000,7500.000000,6493.975586,6260500
2011-04-25,7500.000000,7650.000000,7500.000000,7500.000000,6493.975586,740500
2011-04-26,7550.000000,7600.000000,7350.000000,7550.000000,6537.268066,5221000
2011-04-27,7500.000000,7600.000000,7450.000000,7500.000000,6493.975586,3047000
2011-04-28,7600.000000,7600.000000,7500.000000,7600.000000,6580.560059,5188500
2011-04-29,7400.000000,7600.000000,7350.000000,7400.000000,6407.387695,8012500
2011-05-02,7500.000000,7500.000000,7400.000000,7500.000000,6493.975586,2304000
2011-05-03,7250.000000,7500.000000,7250.000000,7250.000000,6277.508789,5879500
2011-05-04,7350.000000,7350.000000,7100.000000,7350.000000,6364.095703,13244000
2011-05-05,7150.000000,7250.000000,7150.000000,7150.000000,6190.921875,9797500
2011-05-06,7300.000000,7300.000000,7050.000000,7300.000000,6320.801270,7933000
2011-05-09,7200.000000,7300.000000,7200.000000,7200.000000,6234.216797,3572000
2011-05-10,7300.000000,7350.000000,7200.000000,7300.000000,6320.801270,1665500
2011-05-11,7350.000000,7350.000000,7200.000000,7350.000000,6364.095703,6479000
2011-05-12,7200.000000,7300.000000,7200.000000,7200.000000,6234.216797,4278500
2011-05-13,7300.000000,7350.000000,7150.000000,7300.000000,6320.801270,11298000
2011-05-16,7100.000000,7200.000000,7050.000000,7100.000000,6147.628906,12334000
2011-05-18,7150.000000,7300.000000,7100.000000,7150.000000,6190.921875,18726000
2011-05-19,7250.000000,7400.000000,7200.000000,7250.000000,6277.508789,9080500
2011-05-20,7300.000000,7400.000000,7200.000000,7300.000000,6320.801270,10123500
2011-05-23,7150.000000,7250.000000,7050.000000,7150.000000,6190.921875,11594500
2011-05-24,7050.000000,7150.000000,7000.000000,7050.000000,6104.335938,13121000
2011-05-25,7100.000000,7100.000000,7000.000000,7100.000000,6147.628906,7692500
2011-05-26,7250.000000,7250.000000,7050.000000,7250.000000,6277.508789,9001000
2011-05-27,7150.000000,7200.000000,7100.000000,7150.000000,6190.921875,6844500
2011-05-30,7100.000000,7200.000000,7050.000000,7100.000000,6147.628906,7059500
2011-05-31,7100.000000,7200.000000,7050.000000,7100.000000,6147.628906,11756000
2011-06-01,7100.000000,7250.000000,7100.000000,7100.000000,6147.628906,11580500
2011-06-03,7150.000000,7200.000000,7050.000000,7150.000000,6190.921875,8884500
2011-06-06,7150.000000,7200.000000,7100.000000,7150.000000,6190.921875,1776000
2011-06-07,7100.000000,7100.000000,7000.000000,7100.000000,6208.411621,4451000
2011-06-08,7000.000000,7100.000000,7000.000000,7000.000000,6120.968750,8561500
2011-06-09,7000.000000,7100.000000,7000.000000,7000.000000,6120.968750,4818000
2011-06-10,7000.000000,7100.000000,7000.000000,7000.000000,6120.968750,5788000
2011-06-13,7000.000000,7100.000000,7000.000000,7000.000000,6120.968750,3945000
2011-06-14,7000.000000,7100.000000,7000.000000,7000.000000,6120.968750,4071000
2011-06-15,7150.000000,7200.000000,7000.000000,7150.000000,6252.131836,11397500
2011-06-16,7100.000000,7200.000000,7050.000000,7100.000000,6208.411621,15939000
2011-06-17,7200.000000,7250.000000,7150.000000,7200.000000,6295.854004,18631000
2011-06-20,7250.000000,7300.000000,7200.000000,7250.000000,6339.573730,9347000
2011-06-21,7200.000000,7350.000000,7200.000000,7200.000000,6295.854004,10301500
2011-06-22,7300.000000,7300.000000,7150.000000,7300.000000,6383.294922,15876500
2011-06-23,7400.000000,7400.000000,7250.000000,7400.000000,6470.737793,10342500
2011-06-24,7450.000000,7500.000000,7350.000000,7450.000000,6514.458984,14550500
2011-06-27,7450.000000,7500.000000,7350.000000,7450.000000,6514.458984,7131500
2011-06-28,7450.000000,7550.000000,7350.000000,7450.000000,6514.458984,5788000
2011-06-30,7650.000000,7700.000000,7450.000000,7650.000000,6689.343750,26567500
2011-07-01,7800.000000,7900.000000,7650.000000,7800.000000,6820.508301,13508500
2011-07-04,7800.000000,7800.000000,7800.000000,7800.000000,6820.508301,0
2011-07-05,7850.000000,7900.000000,7750.000000,7850.000000,6864.229492,12293500
2011-07-06,7800.000000,7800.000000,7550.000000,7800.000000,6820.508301,9745000
2011-07-07,7800.000000,7950.000000,7700.000000,7800.000000,6820.508301,9977000
2011-07-08,8050.000000,8200.000000,7850.000000,8050.000000,7039.114258,23332500
2011-07-11,8050.000000,8050.000000,7900.000000,8050.000000,7039.114258,6678500
2011-07-12,7950.000000,8100.000000,7950.000000,7950.000000,6951.671387,10162000
2011-07-13,7950.000000,8050.000000,7900.000000,7950.000000,6951.671387,7546500
2011-07-14,8000.000000,8050.000000,7850.000000,8000.000000,6995.392578,8904000
2011-07-15,8300.000000,8300.000000,8000.000000,8300.000000,7257.720215,12540000
2011-07-18,8150.000000,8350.000000,8150.000000,8150.000000,7126.556641,4176000
2011-07-19,8000.000000,8150.000000,7850.000000,8000.000000,6995.392578,11335000
2011-07-20,8000.000000,8100.000000,7900.000000,8000.000000,6995.392578,6615500
2011-07-21,8100.000000,8150.000000,7900.000000,8100.000000,7082.835449,6382500
2011-07-22,8250.000000,8250.000000,8150.000000,8250.000000,7213.999023,9348000
2011-07-25,8150.000000,8200.000000,8050.000000,8150.000000,7126.556641,8925500
2011-07-26,8300.000000,8300.000000,8100.000000,8300.000000,7257.720215,8702000
2011-07-27,8350.000000,8500.000000,8200.000000,8350.000000,7301.440430,13051000
2011-07-28,8200.000000,8250.000000,8100.000000,8200.000000,7170.276367,6988000
2011-07-29,8300.000000,8300.000000,8050.000000,8300.000000,7257.720215,10005000
2011-08-01,8550.000000,8550.000000,8250.000000,8550.000000,7476.325195,12345000
2011-08-02,8750.000000,8750.000000,8500.000000,8750.000000,7651.208984,7843500
2011-08-03,8700.000000,8850.000000,8650.000000,8700.000000,7607.490234,8682500
2011-08-04,8600.000000,8750.000000,8400.000000,8600.000000,7520.047363,7277500
2011-08-05,8300.000000,8450.000000,8000.000000,8300.000000,7257.720215,42635500
2011-08-08,8050.000000,8100.000000,7550.000000,8050.000000,7039.114258,51172500
2011-08-09,7850.000000,8000.000000,7250.000000,7850.000000,6864.229492,78736500
2011-08-10,8000.000000,8100.000000,7850.000000,8000.000000,6995.392578,30000000
2011-08-11,7850.000000,7950.000000,7750.000000,7850.000000,6864.229492,19235500
2011-08-12,7950.000000,8000.000000,7850.000000,7950.000000,6951.671387,16040500
2011-08-15,8150.000000,8150.000000,7950.000000,8150.000000,7126.556641,10230500
2011-08-16,8150.000000,8250.000000,8050.000000,8150.000000,7126.556641,14848500
2011-08-18,8200.000000,8250.000000,7950.000000,8200.000000,7170.276367,17822000
2011-08-19,8000.000000,8000.000000,7750.000000,8000.000000,6995.392578,30131500
2011-08-22,7750.000000,8000.000000,7700.000000,7750.000000,6776.786621,15886500
2011-08-23,7950.000000,7950.000000,7750.000000,7950.000000,6951.671387,12260000
2011-08-24,7900.000000,8000.000000,7800.000000,7900.000000,6907.949707,14545000
